ext_id,name,reason,ok,error,size,perms,host_perms,js_len,has_signal,eval_count,atob_count
kojpeokmbmjbnpgfniciankeecnkjeao,????? VPN — ??????????? ? ???? ????,Malware,False,Empty response for extension kojpeokmbmjbnpgfniciankeecnkjea,0,0,0,0,False,0,0
lbdgbhbbfeokdaojbdcbgpadnopplhig,Colony VPN — ????????????? ?????? ????,Malware,False,Empty response for extension lbdgbhbbfeokdaojbdcbgpadnopplhi,0,0,0,0,False,0,0
kodjpdjjamlkcjfedpcckgpfdglgeoff,??? VPN,Malware,False,Empty response for extension kodjpdjjamlkcjfedpcckgpfdglgeof,0,0,0,0,False,0,0
klpcijjbfghbfbihkpelmoglabdomklk,?????? VPN — ????? ??????????,Malware,False,Empty response for extension klpcijjbfghbfbihkpelmoglabdomkl,0,0,0,0,False,0,0
kggbkhpfijffpcafdodppleegfjgpkjk,Thorax VPN — ????????????? ??????,Malware,False,Empty response for extension kggbkhpfijffpcafdodppleegfjgpkj,0,0,0,0,False,0,0
kcnfinfcncpdokmfgpaggilhcpddfekn,??????? VPN,Malware,False,Empty response for extension kcnfinfcncpdokmfgpaggilhcpddfek,0,0,0,0,False,0,0
kjlgppmnejejifcfbmpoogbbagknpekm,???????? — ??????? ??????-???,Malware,False,Empty response for extension kjlgppmnejejifcfbmpoogbbagknpek,0,0,0,0,False,0,0
knikmeddkokigcngagcgebcfjkocbmkf,Flame VPN — ??????? ?????? ??? ????? ??????,Malware,False,Empty response for extension knikmeddkokigcngagcgebcfjkocbmk,0,0,0,0,False,0,0
keiciclbjjbdpjidfchkkbgacibflhdf,??? VPN – ??????? proxy ?? ???? ??????,Malware,False,Empty response for extension keiciclbjjbdpjidfchkkbgacibflhd,0,0,0,0,False,0,0
jmemhohddhghefnfkbffkmipifiekbjc,??? ??? - ????? ??,Malware,False,Empty response for extension jmemhohddhghefnfkbffkmipifiekbj,0,0,0,0,False,0,0
kbhfageiikpdfbbjljlfblelknpjpncm,??????? VPN,Malware,False,Empty response for extension kbhfageiikpdfbbjljlfblelknpjpnc,0,0,0,0,False,0,0
jjmgpolhlllkjkkljddhllhcciolidhk,???? ???? Proxy,Malware,False,Empty response for extension jjmgpolhlllkjkkljddhllhcciolidh,0,0,0,0,False,0,0
jjeeajlkhoghmjfembjcjegnenpmphoo,Radmin VPN — ?????????? VPN ??? Chrome | ?????????? ??? ????????,Malware,False,Empty response for extension jjeeajlkhoghmjfembjcjegnenpmpho,0,0,0,0,False,0,0
jjjcfdkehnkklmknckcopmognicfoege,VPN ??? ChatGPT - ?????? ? GPT ?? ??????,Malware,False,Empty response for extension jjjcfdkehnkklmknckcopmognicfoeg,0,0,0,0,False,0,0
jkakhohgneeacdffakdhgfhanglipeia,???? VPN — ?????-??? ??? ????????,Malware,False,Empty response for extension jkakhohgneeacdffakdhgfhanglipei,0,0,0,0,False,0,0
jjcjdbgpoeidbdhibjemkldomcgjpppo,VPN ??? ???????? – proxy-??????????? ? ???? ????,Malware,False,Empty response for extension jjcjdbgpoeidbdhibjemkldomcgjppp,0,0,0,0,False,0,0
jihhebgefmeknenknlfjojckkkiihndg,?????? Proxy,Malware,False,Empty response for extension jihhebgefmeknenknlfjojckkkiihnd,0,0,0,0,False,0,0
jijicodobielmahdbekahmkgeahgejnh,????? ??? — smart proxy,Malware,False,Empty response for extension jijicodobielmahdbekahmkgeahgejn,0,0,0,0,False,0,0
jhgcobenighljbnbcngepbejacepdlgh,Myxa Online VPN,Malware,False,Empty response for extension jhgcobenighljbnbcngepbejacepdlg,0,0,0,0,False,0,0
jiglgdjglenddjlphhgaafglhghnpghi,"???? ??? — VPN ??? Chrome, ?????? ? ??????",Malware,False,Empty response for extension jiglgdjglenddjlphhgaafglhghnpgh,0,0,0,0,False,0,0
jgnooogdbjdihfmpkmbcaaddnjmcifng,Brawl VPN — ??????? ????? ? ????? ???????,Malware,False,Empty response for extension jgnooogdbjdihfmpkmbcaaddnjmcifn,0,0,0,0,False,0,0
jfjndcbmhifjngaodfanjdoclfnapdnl,Spider VPN — ??????? SOCKS5 ??????,Malware,False,Empty response for extension jfjndcbmhifjngaodfanjdoclfnapdn,0,0,0,0,False,0,0
jfekhlpoganmhnaahpfnbnglhpipjbkn,???? VPN – ??????? proxy ??? ?????????? ???????,Malware,False,Empty response for extension jfekhlpoganmhnaahpfnbnglhpipjbk,0,0,0,0,False,0,0
jficpadlmdbnhibgacdpkhjcfcepipnb,Pyatnashka Shield — ????? SOCKS5 ??????,Malware,False,Empty response for extension jficpadlmdbnhibgacdpkhjcfcepipn,0,0,0,0,False,0,0
jgmcleekemhpcdganngecnbchcbjlmdn,CobwebVPN,Malware,False,Empty response for extension jgmcleekemhpcdganngecnbchcbjlmd,0,0,0,0,False,0,0
jfahobnijomecdebpfpjanbcgiaideck,Belka VPN — ?????? ??????,Malware,False,Empty response for extension jfahobnijomecdebpfpjanbcgiaidec,0,0,0,0,False,0,0
jchloemedikiajkdbfjcelgimcckickn,ArachnoVPN — ?????-??? ??? ????????,Malware,False,Empty response for extension jchloemedikiajkdbfjcelgimcckick,0,0,0,0,False,0,0
japfilnlejlinifijhlbmmlhfgcijcmc,Immortal Proxy — ??????????? ???,Malware,False,Empty response for extension japfilnlejlinifijhlbmmlhfgcijcm,0,0,0,0,False,0,0
ipmaogeikahhmhcfkbkaheoojgommckc,Myxa Pro VPN — ??????? Pro-??????? ? ?????????? proxy,Malware,False,Empty response for extension ipmaogeikahhmhcfkbkaheoojgommck,0,0,0,0,False,0,0
ipdgjombfoajbbodcckokipnebapidcd,Enot Vpn,Malware,False,Empty response for extension ipdgjombfoajbbodcckokipnebapidc,0,0,0,0,False,0,0
ilfcpbbdfonlebhedjddpbkkfhaagmbb,BugProof VPN,Malware,False,Empty response for extension ilfcpbbdfonlebhedjddpbkkfhaagmb,0,0,0,0,False,0,0
ilcmakdnbnpaijbljfdnjdbgpddfpnli,????? ???,Malware,False,Empty response for extension ilcmakdnbnpaijbljfdnjdbgpddfpnl,0,0,0,0,False,0,0
ikiljllnmiilnfkmghjdodhllihicccb,Myxa Special VPN,Malware,False,Empty response for extension ikiljllnmiilnfkmghjdodhllihiccc,0,0,0,0,False,0,0
ijjcfmdmnfdgjdlebelbmoolnhdjaoge,??? ???? ??? - ??? ????? ??? ???????????,Malware,False,Empty response for extension ijjcfmdmnfdgjdlebelbmoolnhdjaog,0,0,0,0,False,0,0
iibaohbndjbhmoahmcdaeegolenbnenc,RusVPN Connect,Malware,False,Empty response for extension iibaohbndjbhmoahmcdaeegolenbnen,0,0,0,0,False,0,0
ifjjnkhdgnjkaioogjdiffkdangniilo,???? ???? ???,Malware,False,Empty response for extension ifjjnkhdgnjkaioogjdiffkdangniil,0,0,0,0,False,0,0
idnglhneapjinijmlpfhciflaibplemm,Carapace VPN,Malware,False,Empty response for extension idnglhneapjinijmlpfhciflaibplem,0,0,0,0,False,0,0
hpfnfocnceignfnjdeijnngdhnomfgde,?????? ???-?????????? ??????????,Malware,False,Empty response for extension hpfnfocnceignfnjdeijnngdhnomfgd,0,0,0,0,False,0,0
icaooojplmakfmcdgkfbmkonmcblnkdc,SunVPN,Malware,False,Empty response for extension icaooojplmakfmcdgkfbmkonmcblnkd,0,0,0,0,False,0,0
hlncpahiknnnggfhaljjdccgomackekb,Bull VPN — VPN ??? ?????? ????????,Malware,False,Empty response for extension hlncpahiknnnggfhaljjdccgomackek,0,0,0,0,False,0,0
hleaabebfcelnobecjcjihgfeekgbncl,???? VPN,Malware,False,Empty response for extension hleaabebfcelnobecjcjihgfeekgbnc,0,0,0,0,False,0,0
hkgdknagghkohafbcoafhfllogeefepi,Sota VPN — ??????????? ??????,Malware,False,Empty response for extension hkgdknagghkohafbcoafhfllogeefep,0,0,0,0,False,0,0
hipkpkcinmjlkhdhlbefhflpfjeaiamh,???? ??? – ???????? ??? ???? ????????????,Malware,False,Empty response for extension hipkpkcinmjlkhdhlbefhflpfjeaiam,0,0,0,0,False,0,0
hjlhnnghbdlkmnoikjkipajkimajceaf,Cocoon VPN — ?????? ??? ????????,Malware,False,Empty response for extension hjlhnnghbdlkmnoikjkipajkimajcea,0,0,0,0,False,0,0
hidegnpcijilhfablcmjaamlfocfmmfi,?????? VPN,Malware,False,Empty response for extension hidegnpcijilhfablcmjaamlfocfmmf,0,0,0,0,False,0,0
hgebcpjpiilillpppgobmacocjgmaafg,Pastbische Guard,Malware,False,Empty response for extension hgebcpjpiilillpppgobmacocjgmaaf,0,0,0,0,False,0,0
hgbmonilcipoabnpijdajkompiecnnde,Keen VPN – ?????????? proxy ? ????????? ??????,Malware,False,Empty response for extension hgbmonilcipoabnpijdajkompiecnnd,0,0,0,0,False,0,0
hgophbgfdmjanfieipeojmfccjahhcip,Lucky VPN,Malware,False,Empty response for extension hgophbgfdmjanfieipeojmfccjahhci,0,0,0,0,False,0,0
hhgapajihkpehdcfhbpfgmeebaagjpkm,???? Proxy — ??????? SOCKS5-?????? ??? ????????,Malware,False,Empty response for extension hhgapajihkpehdcfhbpfgmeebaagjpk,0,0,0,0,False,0,0
hadogoemapbeaolpdlfkhjclkfbgnkjf,????? VPN – proxy ? ??????? ??????? ????????,Malware,False,Empty response for extension hadogoemapbeaolpdlfkhjclkfbgnkj,0,0,0,0,False,0,0
hcpcfbaonddnhielgllapocloeecimip,Polyana VPN — ????????? ????????,Malware,False,Empty response for extension hcpcfbaonddnhielgllapocloeecimi,0,0,0,0,False,0,0
hbokbkjocfldphpogflmnkjicfgnhdma,Slivka Secure — ??????? VPN-??????,Malware,False,Empty response for extension hbokbkjocfldphpogflmnkjicfgnhdm,0,0,0,0,False,0,0
ihedhalfchhcihjnadfocilbhfjdjool,??????? VPN,Malware,True,,19313,1,0.0,13841,True,0.0,0.0
goekhhjmkgpaiadolemcbefkojgmkocb,Carapace VPN — ??????? ??? ???????,Malware,False,Empty response for extension goekhhjmkgpaiadolemcbefkojgmkoc,0,0,0,0,False,0,0
ghifhappieiegcliblajaeidkidecedg,??????? VPN — ??????? ???????,Malware,False,Empty response for extension ghifhappieiegcliblajaeidkideced,0,0,0,0,False,0,0
geenphjbpgpdlbmogaaajhfddegalcaj,??????? VPN,Malware,False,Empty response for extension geenphjbpgpdlbmogaaajhfddegalca,0,0,0,0,False,0,0
glkimdhapbjfgckpigpkckdpdhbjcide,???? VPN,Malware,False,Empty response for extension glkimdhapbjfgckpigpkckdpdhbjcid,0,0,0,0,False,0,0
gnfkgfnhdeoeeddjdhppanlgpllfddkm,????? VPN,Malware,False,Empty response for extension gnfkgfnhdeoeeddjdhppanlgpllfddk,0,0,0,0,False,0,0
ggaigmgbojjkljhiekalkamodbopfide,??? ???-?????????? ??????????,Malware,False,Empty response for extension ggaigmgbojjkljhiekalkamodbopfid,0,0,0,0,False,0,0
gdiphhpggdmgfpedkhacoggoflibleoj,??? VPN,Malware,False,Empty response for extension gdiphhpggdmgfpedkhacoggoflibleo,0,0,0,0,False,0,0
gddjojleoeedpcnknlfnkhedamdbobnc,Swarm VPN — ??? ??????,Malware,False,Empty response for extension gddjojleoeedpcnknlfnkhedamdbobn,0,0,0,0,False,0,0
gbhfapnpdaahfkjpfedpeobpdgpeopdl,???? ???? ???,Malware,False,Empty response for extension gbhfapnpdaahfkjpfedpeobpdgpeopd,0,0,0,0,False,0,0
fmbajfgpbejjnkohkbhkokhkciefidfe,Les VPN — ??????? VPN ??? ?????? ? ???????????,Malware,False,Empty response for extension fmbajfgpbejjnkohkbhkokhkciefidf,0,0,0,0,False,0,0
gajmdpjobfaafejcojgcfggafedhbeeb,???? VPN,Malware,False,Empty response for extension gajmdpjobfaafejcojgcfggafedhbee,0,0,0,0,False,0,0
fckfjhnjppkfnhaedifndmpbangcebko,BuzzVPN — ???????? ??? ???????????,Malware,False,Empty response for extension fckfjhnjppkfnhaedifndmpbangcebk,0,0,0,0,False,0,0
fiflmbiclpffieinjhdbopmcefgmbjad,????? VPN,Malware,False,Empty response for extension fiflmbiclpffieinjhdbopmcefgmbja,0,0,0,0,False,0,0
fkhpnpeaadfbcgnbbdgnkmgihfpdmpkd,??? VPN,Malware,False,Empty response for extension fkhpnpeaadfbcgnbbdgnkmgihfpdmpk,0,0,0,0,False,0,0
fipmaldbknmlommdamlckhdapfjdigpd,Sota VPN,Malware,False,Empty response for extension fipmaldbknmlommdamlckhdapfjdigp,0,0,0,0,False,0,0
fjkhdfjmbhhieiadocjambiinckkfdff,Super VPN,Malware,False,Empty response for extension fjkhdfjmbhhieiadocjambiinckkfdf,0,0,0,0,False,0,0
fhabhmbaocflfcflolhagofbdnciggnp,????? VPN,Malware,False,Empty response for extension fhabhmbaocflfcflolhagofbdnciggn,0,0,0,0,False,0,0
fkoiaakikclkbclggdlcmdnhmpcocnnk,Kopytce VPN — ?????????? ??????,Malware,False,Empty response for extension fkoiaakikclkbclggdlcmdnhmpcocnn,0,0,0,0,False,0,0
enphilllggdmphjiaaobbchbajodhmbd,Fast VPN — ??????? ?????,Malware,False,Empty response for extension enphilllggdmphjiaaobbchbajodhmb,0,0,0,0,False,0,0
emmejfbmoihgnpcjkkoegcankfjbhiji,?????,Malware,False,Empty response for extension emmejfbmoihgnpcjkkoegcankfjbhij,0,0,0,0,False,0,0
eeeehciaafjdipdbdbmmcngckehmhjch,??? Proxy,Malware,False,Empty response for extension eeeehciaafjdipdbdbmmcngckehmhjc,0,0,0,0,False,0,0
dodmkddieklncbfmcnphgpbhpjkjiaia,Happy VPN – ?????? proxy ??? ???????? ???????????,Malware,False,Empty response for extension dodmkddieklncbfmcnphgpbhpjkjiai,0,0,0,0,False,0,0
dfmojkadneadomhkgmipjdghcooalmad,Tip VPN – ????? proxy-???????? ??? Chrome,Malware,False,Empty response for extension dfmojkadneadomhkgmipjdghcooalma,0,0,0,0,False,0,0
dbljpjjbnffplmkhciloejochjoikcoa,StingerVPN — ??????? ?????? ????,Malware,False,Empty response for extension dbljpjjbnffplmkhciloejochjoikco,0,0,0,0,False,0,0
dinengjknebdlmaabcldoeangcgjdpck,?????? VPN,Malware,False,Empty response for extension dinengjknebdlmaabcldoeangcgjdpc,0,0,0,0,False,0,0
damiijeinijdbjcchpddhfkgcfbdeiao,?????? VPN,Malware,False,Empty response for extension damiijeinijdbjcchpddhfkgcfbdeia,0,0,0,0,False,0,0
cnlciplbfbidjehlmifabihnjnalknoj,???? VPN – ?????????? ??????????? ??? ????????????? ?????????,Malware,False,Empty response for extension cnlciplbfbidjehlmifabihnjnalkno,0,0,0,0,False,0,0
cnhenidimbfnjlnkphiombphhljihlpp,Myxa Super VPN — ???????????? proxy ? ?????? ????????,Malware,False,Empty response for extension cnhenidimbfnjlnkphiombphhljihlp,0,0,0,0,False,0,0
ljhmjpdmdnjngejchnmhlapogengkfog,Amnezia ???,Malware,True,,1669297,1,2.0,17179,True,0.0,0.0
ckblbnbcgnggegagibeanhiaacplnafm,Sota VPN — ?????? ?????,Malware,False,Empty response for extension ckblbnbcgnggegagibeanhiaacplnaf,0,0,0,0,False,0,0
cblofljellnafddcomjdlbjnenfadije,Chitin Guard — ???????? ??????-???,Malware,False,Empty response for extension cblofljellnafddcomjdlbjnenfadij,0,0,0,0,False,0,0
cfpgbcmpclfbnljaidlanimkkmchfadd,Tvor?? VPN,Malware,False,Empty response for extension cfpgbcmpclfbnljaidlanimkkmchfad,0,0,0,0,False,0,0
cjdfocfccgmbbpcdnahldpglkgkbhcae,???? ???? VPN,Malware,False,Empty response for extension cjdfocfccgmbbpcdnahldpglkgkbhca,0,0,0,0,False,0,0
cciccaljijgfeabbkplijgphfmijompi,????? VPN,Malware,False,Empty response for extension cciccaljijgfeabbkplijgphfmijomp,0,0,0,0,False,0,0
cdkbhfedgceelpoghnklefgdfknaclne,???? VPN,Malware,False,Empty response for extension cdkbhfedgceelpoghnklefgdfknacln,0,0,0,0,False,0,0
bmnlapbemjklfmplcmdknejeoppabiji,Antenna VPN,Malware,False,Empty response for extension bmnlapbemjklfmplcmdknejeoppabij,0,0,0,0,False,0,0
bokpbehobhpfpmamodkngkaljfmimmpa,?????? ??? ????????,Malware,False,Empty response for extension bokpbehobhpfpmamodkngkaljfmimmp,0,0,0,0,False,0,0
efcmmhjhcjaabofjhpfmgidljpplkean,Urban VPN,Malware,True,,10728,1,0.0,9256,True,0.0,0.0
bemgcabkbgfjffgjejmhkhgpkijpbbdc,WebSafe,Malware,False,Empty response for extension bemgcabkbgfjffgjejmhkhgpkijpbbd,0,0,0,0,False,0,0
bdhibenbhfhanmigebagkodhnmdocfon,Smetanka Net — ?????? VPN-??????,Malware,False,Empty response for extension bdhibenbhfhanmigebagkodhnmdocfo,0,0,0,0,False,0,0
bkfidmboiaddjdjnbohgidbccdabbiml,Ladybug VPN — ??????? SOCKS5 ??????,Malware,False,Empty response for extension bkfidmboiaddjdjnbohgidbccdabbim,0,0,0,0,False,0,0
bbmchmaaanigpalemaffenhmjbfigkal,Radmin ???,Malware,False,Empty response for extension bbmchmaaanigpalemaffenhmjbfigka,0,0,0,0,False,0,0
bflmbcbnlhjenjebjgbbfmocaaeihlcn,???? ???-???????? SOKS5,Malware,False,Empty response for extension bflmbcbnlhjenjebjgbbfmocaaeihlc,0,0,0,0,False,0,0
bdjgofkgmknndiijclikbcklmnjdhagi,??????? VPN,Malware,False,Empty response for extension bdjgofkgmknndiijclikbcklmnjdhag,0,0,0,0,False,0,0
bacdbkogecilnnoldgfnobbikoiaaogg,??? VPN — ????????? ??????????? ????? proxy,Malware,False,Empty response for extension bacdbkogecilnnoldgfnobbikoiaaog,0,0,0,0,False,0,0
bkdlpaakbacdeblhhfdfdgllcomicgbn,???? ???? VPN,Malware,False,Empty response for extension bkdlpaakbacdeblhhfdfdgllcomicgb,0,0,0,0,False,0,0
aplalcbelkdpnaejdfoeiecapielmdif,Exo VPN — ?????-????? ??? ????????,Malware,False,Empty response for extension aplalcbelkdpnaejdfoeiecapielmdi,0,0,0,0,False,0,0
blcnhjlbnldiopfekjpcmpcieipiokdl,OneClick VPN,Malware,True,,20355,1,0.0,12669,True,0.0,0.0
ahccfcbbkabkjociggoocnapoleahbjf,????? Proxy,Malware,False,Empty response for extension ahccfcbbkabkjociggoocnapoleahbj,0,0,0,0,False,0,0
aebkpogjiagpdoebfilngdeagmiflebf,Holla VPN — ??????? ? ??????? VPN ??? ????????,Malware,False,Empty response for extension aebkpogjiagpdoebfilngdeagmifleb,0,0,0,0,False,0,0
afejcloehmeaccaeacgpjnempifmdfba,???? ???,Malware,False,Empty response for extension afejcloehmeaccaeacgpjnempifmdfb,0,0,0,0,False,0,0
afihdhiiaahfoknbendimbniipbnapmo,???? ???,Malware,False,Empty response for extension afihdhiiaahfoknbendimbniipbnapm,0,0,0,0,False,0,0
hahcppliifnobphjgffcnheoapcidlid,Trustweb3 Wallet,Bundling Unwanted Software,False,Empty response for extension hahcppliifnobphjgffcnheoapcidli,0,0,0,0,False,0,0
dfibnhdlcmncljbnpebhhnalmgbebdim,??T???S? ??rtf?li? D?Shbo,Bundling Unwanted Software,False,Empty response for extension dfibnhdlcmncljbnpebhhnalmgbebdi,0,0,0,0,False,0,0
afemiapijjhoibpkibjnenncgjpdenii,??? ???? Proxy,Malware,False,Empty response for extension afemiapijjhoibpkibjnenncgjpdeni,0,0,0,0,False,0,0
dledadiamhjdjbnbkbolacccpjgfmeei,?Rust G?S,Bundling Unwanted Software,False,Empty response for extension dledadiamhjdjbnbkbolacccpjgfmee,0,0,0,0,False,0,0
abmnmjngddnfgpkckfpcmachndiblkai,"???? ???? ??? — VPN ??? Chrome, ?????? ? ??????",Malware,False,Empty response for extension abmnmjngddnfgpkckfpcmachndiblka,0,0,0,0,False,0,0
agjjimpmdlmfnpimcpakodojfemdabid,??? ??? – ?????? ??? ??? ??,Malware,False,Empty response for extension agjjimpmdlmfnpimcpakodojfemdabi,0,0,0,0,False,0,0
nfmlkliedggdodlbgghmmchhgckjoaml,Spotify Ad Blocker Blocki,Malware,False,Empty response for extension nfmlkliedggdodlbgghmmchhgckjoam,0,0,0,0,False,0,0
bkllfnjjlpmoabfjogadjbombphbnjhg,Labs ?kx Web3,Bundling Unwanted Software,False,Empty response for extension bkllfnjjlpmoabfjogadjbombphbnjh,0,0,0,0,False,0,0
ddmjmbkgdcknajaomkmpmonaeafgkdhn,Casarc Wallet,Malware,False,Empty response for extension ddmjmbkgdcknajaomkmpmonaeafgkdh,0,0,0,0,False,0,0
nimikiilhpbiameocklgijbipgpfknne,Side App,Malware,False,Empty response for extension nimikiilhpbiameocklgijbipgpfknn,0,0,0,0,False,0,0
ajdbgmbocaibnalhajgioknonbaoaila,?R?Z?r Su?T? Dashboard,Bundling Unwanted Software,False,Empty response for extension ajdbgmbocaibnalhajgioknonbaoail,0,0,0,0,False,0,0
dkonkehmngnpbapnlmjffpjfohbnhmgc,Cloud Screen - screenshots quickly,Bundling Unwanted Software,False,Empty response for extension dkonkehmngnpbapnlmjffpjfohbnhmg,0,0,0,0,False,0,0
hehogcncjijpiaflkjnkiilbfncghgep,Aiq Web3 Wallet,Malware,False,Empty response for extension hehogcncjijpiaflkjnkiilbfncghge,0,0,0,0,False,0,0
ioecfbnnabgmgfnchjjjdekgcnjcnild,Uniswap Pools — Live Posi,Malware,False,Empty response for extension ioecfbnnabgmgfnchjjjdekgcnjcnil,0,0,0,0,False,0,0
akfncdehnlejcndnekeejpdennpjamfb,Pineapple Breeze,Bundling Unwanted Software,False,Empty response for extension akfncdehnlejcndnekeejpdennpjamf,0,0,0,0,False,0,0
begandbbphkigonnfamadjepgimojlmc,Video Downloader for Threads,Bundling Unwanted Software,False,Empty response for extension begandbbphkigonnfamadjepgimojlm,0,0,0,0,False,0,0
hfanekcillppdgbmiakiiledobkonann,Wallet Tracker,Malware,False,Empty response for extension hfanekcillppdgbmiakiiledobkonan,0,0,0,0,False,0,0
bbjcdpjihbfmkgikdkplcalfebgcjjpm,ModResponse - Mock and replay API,Bundling Unwanted Software,False,Empty response for extension bbjcdpjihbfmkgikdkplcalfebgcjjp,0,0,0,0,False,0,0
dfklnfbonmmeadolkpbhidfldnhlemja,Baikal Journey,Bundling Unwanted Software,False,Empty response for extension dfklnfbonmmeadolkpbhidfldnhlemj,0,0,0,0,False,0,0
kbbdhaecpjfhaldddljnlkdlcephkank,Aah Wallet,Bundling Unwanted Software,False,Empty response for extension kbbdhaecpjfhaldddljnlkdlcephkan,0,0,0,0,False,0,0
nkfjkhganbbeojpnldcjkonjpbkegmal,Meofb Extension,Malware,False,Empty response for extension nkfjkhganbbeojpnldcjkonjpbkegma,0,0,0,0,False,0,0
fbjlnjmpfnofkpjfabnilfkmlggindnh,Blanc VPN — ?????? proxy-????????? ??? ???????,Malware,True,,24143,1,0.0,13605,True,0.0,0.0
abicfpphjeemamnjpklkbgkdpcijpnhb,YouTube Row Fixer: Grid & Layout Customizer,Malware,True,,16948,1,0.0,10451,True,0.0,0.0
cfnhahioojicbgpmbdikklcalbkdkcfk,Word Replacer Max: Auto Text Swapper,Malware,True,,22227,1,0.0,12258,True,0.0,0.0
lccgnidendnmpffhnhkccobkglpnpeib,FocusTube: YouTube Focus & Distraction Blocker,Malware,True,,33315,1,0.0,13726,True,0.0,0.0
gbkicngmnoedeajgodbbokjadbfbbpng,Canvas Blocker & Fingerprint Protect,Malware,True,,29210,1,0.0,12276,True,0.0,0.0
pckplpilogoidhnjnjphjnabhgiiamjn,500px Image Download,Malware,True,,36608,1,1.0,2975,True,0.0,0.0
ooekhnjjjikljkmddooialcfedpjbldm,System Monitor & Cleaner CPU / RAM usage,Malware,True,,36452,6,0.0,6661,True,0.0,0.0
jocoenanieejnoookkphbljadiahaopd,Youtube Summary,Malware,False,Empty response for extension jocoenanieejnoookkphbljadiahaop,0,0,0,0,False,0,0
gajghfhmgcemdgjkamllmoejhkklphnc,Holiday D Day,Malware,False,Empty response for extension gajghfhmgcemdgjkamllmoejhkklphn,0,0,0,0,False,0,0
flebmjokaajkjlminhophkekmnpdjdjd,Word Tracker Counter,Malware,False,Empty response for extension flebmjokaajkjlminhophkekmnpdjdj,0,0,0,0,False,0,0
mfnhbnalcedheibigagmgplpgkebmfae,??T???S? Dashboard,Bundling Unwanted Software,False,Empty response for extension mfnhbnalcedheibigagmgplpgkebmfa,0,0,0,0,False,0,0
jejhkmddbdocgcmfhknkjeglcojcoica,?kx ?Ortf?li? D?Shbo?Rd,Bundling Unwanted Software,False,Empty response for extension jejhkmddbdocgcmfhknkjeglcojcoic,0,0,0,0,False,0,0
cogfipmojjaephpnihpeemgdmofhnaaj,Snapshot,Malware,False,Empty response for extension cogfipmojjaephpnihpeemgdmofhnaa,0,0,0,0,False,0,0
fnibacbcdjodaejikaedmpciepldaeek,Abc Tunnel — Private Prox,Malware,False,Empty response for extension fnibacbcdjodaejikaedmpciepldaee,0,0,0,0,False,0,0
ohieifbipiemmcdnepblpdkcpafdfdoo,Cake Scale,Malware,False,Empty response for extension ohieifbipiemmcdnepblpdkcpafdfdo,0,0,0,0,False,0,0
edhjlbopgmdoabhmmaonapjhihjhkidj,Unit Converter Pro,Malware,False,Empty response for extension edhjlbopgmdoabhmmaonapjhihjhkid,0,0,0,0,False,0,0
amjcnpebhmelikkkhlhcoihdfnmhbnjb,SKID - Solana Wallet,Malware,False,Empty response for extension amjcnpebhmelikkkhlhcoihdfnmhbnj,0,0,0,0,False,0,0
nilnbolgkafelehmdpegbofbpjnkmgkf,Xam Desktop Extension,Malware,False,Empty response for extension nilnbolgkafelehmdpegbofbpjnkmgk,0,0,0,0,False,0,0
jjlmajklnhbfbmhpefonbkaibgifdadg,Signal Snipe,Malware,False,Empty response for extension jjlmajklnhbfbmhpefonbkaibgifdad,0,0,0,0,False,0,0
hpegfcbgokjpbfjpjljgolehelhcaeeb,YouTube slowdown bypass,Bundling Unwanted Software,False,Empty response for extension hpegfcbgokjpbfjpjljgolehelhcaee,0,0,0,0,False,0,0
nbpheppbncjcimpgjgdofifdfnoagpnf,Kahoot Hacker,Malware,False,Empty response for extension nbpheppbncjcimpgjgdofifdfnoagpn,0,0,0,0,False,0,0
ebghanlmhpclnbokjfgdefdcohnapfmp,Blazr,Malware,False,Empty response for extension ebghanlmhpclnbokjfgdefdcohnapfm,0,0,0,0,False,0,0
nbcfmpmcfjikalihigbbgjpfhddilopj,Blooket Master Pro,Malware,False,Empty response for extension nbcfmpmcfjikalihigbbgjpfhddilop,0,0,0,0,False,0,0
cganeegbgomclahanjpcpdbomhhicjfe,Smartvideo For Youtube,Malware,False,Empty response for extension cganeegbgomclahanjpcpdbomhhicjf,0,0,0,0,False,0,0
ahmndijaobpdkibmmclnphiohalemmbb,Internet Archive Download,Malware,False,Empty response for extension ahmndijaobpdkibmmclnphiohalemmb,0,0,0,0,False,0,0
jnjjoldicggmofmnopmjgnghgcepmhdg,Gimkit Hacker,Malware,False,Empty response for extension jnjjoldicggmofmnopmjgnghgcepmhd,0,0,0,0,False,0,0
cenbcbjdfogjaejbmjdkpdbbmmgncohi,Apple Music Extension,Malware,False,Empty response for extension cenbcbjdfogjaejbmjdkpdbbmmgncoh,0,0,0,0,False,0,0
gnihahbcephnedekafimgibghamddlbc,Clipstack,Malware,False,Empty response for extension gnihahbcephnedekafimgibghamddlb,0,0,0,0,False,0,0
